asset_name,license_type,commercial_use,confidence,detection_source,license_file
sherpa-onnx-qnn-SA8255-binary-3-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-3-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-30-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8255-binary-30-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8255-binary-30-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8255-binary-30-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8255-binary-30-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-4-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-4-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-5-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8255-binary-5-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8255-binary-5-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8255-binary-5-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8255-binary-5-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-5-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-6-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-6-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-7-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-7-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-8-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8255-binary-8-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8255-binary-8-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8255-binary-8-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8255-binary-8-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8255-binary-9-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-1-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-1-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-10-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-10-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-10-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-10-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-10-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-10-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-13-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-13-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-13-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-13-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-13-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-15-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-15-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-15-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-15-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-15-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-18-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-18-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-18-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-18-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-18-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-2-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-2-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-20-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-20-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-20-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-20-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-20-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-23-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-23-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-23-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-23-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-23-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-25-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-25-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-25-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-25-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-25-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-28-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-28-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-28-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-28-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-28-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-3-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-3-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-30-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-30-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-30-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-30-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-30-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-4-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-4-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-5-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-5-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-5-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-5-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-5-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-5-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-6-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-6-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-7-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-8-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SA8295-binary-8-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SA8295-binary-8-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SA8295-binary-8-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SA8295-binary-8-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SA8295-binary-9-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-1-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-1-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-10-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SM8350-binary-10-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SM8350-binary-10-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SM8350-binary-10-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SM8350-binary-10-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-10-seconds-zipformer-ctc-zh-2025-12-22-int8.tar.bz2,proprietary-restricted,unknown,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-13-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SM8350-binary-13-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SM8350-binary-13-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SM8350-binary-13-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SM8350-binary-13-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-15-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SM8350-binary-15-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SM8350-binary-15-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SM8350-binary-15-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
sherpa-onnx-qnn-SM8350-binary-15-seconds-zipformer-ctc-zh-2025-07-03-int8.tar.bz2,proprietary-restricted,no,high,manual,https://github.com/k2-fsa/icefall/tree/master/egs/multi_zh-hans/ASR
sherpa-onnx-qnn-SM8350-binary-18-seconds-paraformer-zh-2023-03-28-int8.tar.bz2,mit,yes,medium,huggingface_model_card,https://huggingface.co/csukuangfj/sherpa-onnx-paraformer-zh-2023-03-28
sherpa-onnx-qnn-SM8350-binary-18-seconds-paraformer-zh-2025-10-07-int8.tar.bz2,apache-2.0,yes,high,manual,https://huggingface.co/ASLP-lab/WSChuan-ASR/tree/main/Paraformer-large-Chuan
sherpa-onnx-qnn-SM8350-binary-18-seconds-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8.tar.bz2,apache-2.0,yes,high,manual,https://k2-fsa.github.io/sherpa/onnx/sense-voice/pretrained.html#sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17-int8-chinese-english-japanese-korean-cantonese
sherpa-onnx-qnn-SM8350-binary-18-seconds-sense-voice-zh-en-ja-ko-yue-2025-09-09-int8.tar.bz2,apache-2.0,yes,high,manual,https://www.modelscope.cn/models/iic/SenseVoiceSmall
